ngram,count,label,n
altered mental,2,AMBIGUOUS,2
take stance,2,AMBIGUOUS,2
stance allowed,2,AMBIGUOUS,2
neighborhood argument,2,AMBIGUOUS,2
aggressive due,2,AMBIGUOUS,2
due altered,2,AMBIGUOUS,2
themselves lead,2,AMBIGUOUS,2
ones experience,2,AMBIGUOUS,2
denying right,2,AMBIGUOUS,2
support care,2,AMBIGUOUS,2
towards different,2,AMBIGUOUS,2
support best,2,AMBIGUOUS,2
lose track,2,AMBIGUOUS,2
track time,2,AMBIGUOUS,2
difficulty coordinating,2,AMBIGUOUS,2
coordinating movements,2,AMBIGUOUS,2
difficult perform,2,AMBIGUOUS,2
even simple,2,AMBIGUOUS,2
months ago,2,AMBIGUOUS,2
mind mind,2,AMBIGUOUS,2
problem lie,2,AMBIGUOUS,2
last week,2,AMBIGUOUS,2
parents know,2,AMBIGUOUS,2
anything help,2,AMBIGUOUS,2
parts body,2,AMBIGUOUS,2
understand don't,2,AMBIGUOUS,2
think need,2,AMBIGUOUS,2
article discusses,2,AMBIGUOUS,2
humor help,2,AMBIGUOUS,2
problems humor,2,AMBIGUOUS,2
towards life,2,AMBIGUOUS,2
esteem however,2,AMBIGUOUS,2
thinking problems,2,AMBIGUOUS,2
humor utilized,2,AMBIGUOUS,2
behavior use,2,AMBIGUOUS,2
anxiety make,2,AMBIGUOUS,2
avoid conflict,2,AMBIGUOUS,2
fears make,2,AMBIGUOUS,2
humor employed,2,AMBIGUOUS,2
difficulties memory,2,AMBIGUOUS,2
memory attention,2,AMBIGUOUS,2
cognitive function,2,AMBIGUOUS,2
abilities result,2,AMBIGUOUS,2
act moral,2,AMBIGUOUS,2
behavior stealing,2,AMBIGUOUS,2
moral value,2,AMBIGUOUS,2
mean someone,2,AMBIGUOUS,2
make responsible,2,AMBIGUOUS,2
normal moral,2,AMBIGUOUS,2
cf moral,2,AMBIGUOUS,2
lower levels,2,AMBIGUOUS,2
decision makers,2,AMBIGUOUS,2
empirical evidence,2,AMBIGUOUS,2
down path,2,AMBIGUOUS,2
add value,2,AMBIGUOUS,2
man takes,2,AMBIGUOUS,2
going happen,2,AMBIGUOUS,2
theme poem,2,AMBIGUOUS,2
think god's,2,AMBIGUOUS,2
picture attached,2,AMBIGUOUS,2
dangerous cause,2,AMBIGUOUS,2
symptoms way,2,AMBIGUOUS,2
way happens,2,AMBIGUOUS,2
suffering disease,2,AMBIGUOUS,2
sick disease,2,AMBIGUOUS,2
things see,2,AMBIGUOUS,2
way thinks,2,AMBIGUOUS,2
enough research,2,AMBIGUOUS,2
contagious symptoms,2,AMBIGUOUS,2
anti social,2,AMBIGUOUS,2
social personality,2,AMBIGUOUS,2
characterized pattern,2,AMBIGUOUS,2
around individuals,2,AMBIGUOUS,2
individuals illness,2,AMBIGUOUS,2
others individuals,2,AMBIGUOUS,2
lie cheat,2,AMBIGUOUS,2
easy see,2,AMBIGUOUS,2
care parent,2,AMBIGUOUS,2
provide best,2,AMBIGUOUS,2
tell question,2,AMBIGUOUS,2
below following,2,AMBIGUOUS,2
following true,2,AMBIGUOUS,2
identify possible,2,AMBIGUOUS,2
possible values,2,AMBIGUOUS,2
one side,2,AMBIGUOUS,2
need order,2,AMBIGUOUS,2
stay healthy,2,AMBIGUOUS,2
piece metal,2,AMBIGUOUS,2
piece wire,2,AMBIGUOUS,2
statement explain,2,AMBIGUOUS,2
explain accurate,2,AMBIGUOUS,2
still chance,2,AMBIGUOUS,2
allow work,2,AMBIGUOUS,2
work think,2,AMBIGUOUS,2
employee want,2,AMBIGUOUS,2
write four,2,AMBIGUOUS,2
happen answer,2,AMBIGUOUS,2
research found,2,AMBIGUOUS,2
look up,2,AMBIGUOUS,2
number uk,2,AMBIGUOUS,2
behaviour patients,2,AMBIGUOUS,2
likely increase,2,AMBIGUOUS,2
around patients,2,AMBIGUOUS,2
lewy body,2,AMBIGUOUS,2
visual hallucinations,2,AMBIGUOUS,2
behaviour men,2,AMBIGUOUS,2
men likely,2,AMBIGUOUS,2
women often,2,AMBIGUOUS,2
increased incidence,2,AMBIGUOUS,2
agitation agitation,2,AMBIGUOUS,2
generally agreed,2,AMBIGUOUS,2
ad patients,2,AMBIGUOUS,2
begin early,2,AMBIGUOUS,2
different kinds,2,AMBIGUOUS,2
every day,2,AMBIGUOUS,2
things happening,2,AMBIGUOUS,2
think world,2,AMBIGUOUS,2
think end,2,AMBIGUOUS,2
lot time,2,AMBIGUOUS,2
ways cause,2,AMBIGUOUS,2
symptoms memory,2,AMBIGUOUS,2
loss confusion,2,AMBIGUOUS,2
self identity,2,AMBIGUOUS,2
character able,2,AMBIGUOUS,2
unique personality,2,AMBIGUOUS,2
traits additionally,2,AMBIGUOUS,2
character even,2,AMBIGUOUS,2
often difficulties,2,AMBIGUOUS,2
children additionally,2,AMBIGUOUS,2
additionally cause,2,AMBIGUOUS,2
maintain stable,2,AMBIGUOUS,2
environment children,2,AMBIGUOUS,2
poor parents,2,AMBIGUOUS,2
essential ensure,2,AMBIGUOUS,2
meet needs,2,AMBIGUOUS,2
say higher,2,AMBIGUOUS,2
human condition,2,AMBIGUOUS,2
born soul,2,AMBIGUOUS,2
like saying,2,AMBIGUOUS,2
god myth,2,AMBIGUOUS,2
say strong,2,AMBIGUOUS,2
says em,2,AMBIGUOUS,2
steal kill,2,AMBIGUOUS,2
something really,2,AMBIGUOUS,2
things belong,2,AMBIGUOUS,2
right intention,2,AMBIGUOUS,2
another person's,2,AMBIGUOUS,2
note know,2,AMBIGUOUS,2
know difference,2,AMBIGUOUS,2
sin something,2,AMBIGUOUS,2
something belongs,2,AMBIGUOUS,2
lost capacity,2,AMBIGUOUS,2
harm often,2,AMBIGUOUS,2
up one,2,AMBIGUOUS,2
way act,2,AMBIGUOUS,2
carer able,2,AMBIGUOUS,2
behaving way,2,AMBIGUOUS,2
harm coming,2,AMBIGUOUS,2
always worried,2,AMBIGUOUS,2
end world,2,AMBIGUOUS,2
disease allowed,2,AMBIGUOUS,2
code words,2,AMBIGUOUS,2
magnitude mathrm,2,AMBIGUOUS,2
suspended spring,2,AMBIGUOUS,2
spring scale,2,AMBIGUOUS,2
scale rest,2,AMBIGUOUS,2
tells story,2,AMBIGUOUS,2
decide themselves,2,AMBIGUOUS,2
caused first,2,AMBIGUOUS,2
where god's,2,AMBIGUOUS,2
wrath anger,2,AMBIGUOUS,2
describe consequences,2,AMBIGUOUS,2
implications theme,2,AMBIGUOUS,2
one imagine,2,AMBIGUOUS,2
imagine forgotten,2,AMBIGUOUS,2
beliefs now,2,AMBIGUOUS,2
psychology psychiatry,2,AMBIGUOUS,2
controversial one,2,AMBIGUOUS,2
one argue,2,AMBIGUOUS,2
past actions,2,AMBIGUOUS,2
actions seen,2,AMBIGUOUS,2
question feel,2,AMBIGUOUS,2
though lost,2,AMBIGUOUS,2
feelings loss,2,AMBIGUOUS,2
hard imagine,2,AMBIGUOUS,2
feel fear,2,AMBIGUOUS,2
fear consequences,2,AMBIGUOUS,2
actually pretty,2,AMBIGUOUS,2
care anyone,2,AMBIGUOUS,2
felt pain,2,AMBIGUOUS,2
human life,2,AMBIGUOUS,2
life social,2,AMBIGUOUS,2
makes threat,2,AMBIGUOUS,2
hard make,2,AMBIGUOUS,2
concept right,2,AMBIGUOUS,2
become psychopathic,2,AMBIGUOUS,2
it's wrong,2,AMBIGUOUS,2
well like,2,AMBIGUOUS,2
like don't,2,AMBIGUOUS,2
buy box,2,AMBIGUOUS,2
example steal,2,AMBIGUOUS,2
comes mind,2,AMBIGUOUS,2
alcohol drinks,2,AMBIGUOUS,2
section punishment,2,AMBIGUOUS,2
punishment varies,2,AMBIGUOUS,2
imprisonment along,2,AMBIGUOUS,2
fine section,2,AMBIGUOUS,2
offence punishable,2,AMBIGUOUS,2
six months,2,AMBIGUOUS,2
months extend,2,AMBIGUOUS,2
less twenty,2,AMBIGUOUS,2
twenty five,2,AMBIGUOUS,2
five thousand,2,AMBIGUOUS,2
extend fifty,2,AMBIGUOUS,2
fifty thousand,2,AMBIGUOUS,2
extend two,2,AMBIGUOUS,2
years liable,2,AMBIGUOUS,2
three years,2,AMBIGUOUS,2
eight years,2,AMBIGUOUS,2
lakh rupees,2,AMBIGUOUS,2
now problem,2,AMBIGUOUS,2
lot pain,2,AMBIGUOUS,2
working well,2,AMBIGUOUS,2
defined combination,2,AMBIGUOUS,2
qualities form,2,AMBIGUOUS,2
form nature,2,AMBIGUOUS,2
characterless means,2,AMBIGUOUS,2
distinct attributes,2,AMBIGUOUS,2
brain disease,2,AMBIGUOUS,2
use despite,2,AMBIGUOUS,2
answer necessarily,2,AMBIGUOUS,2
range traits,2,AMBIGUOUS,2
certainly negative,2,AMBIGUOUS,2
impulsive risky,2,AMBIGUOUS,2
behaviors stealing,2,AMBIGUOUS,2
stealing engaging,2,AMBIGUOUS,2
relationships struggle,2,AMBIGUOUS,2
consequences person's,2,AMBIGUOUS,2
others danger,2,AMBIGUOUS,2
actions make,2,AMBIGUOUS,2
legal consequences,2,AMBIGUOUS,2
behavior impair,2,AMBIGUOUS,2
severe considered,2,AMBIGUOUS,2
hate atheists,2,AMBIGUOUS,2
now want,2,AMBIGUOUS,2
like god,2,AMBIGUOUS,2
thing lost,2,AMBIGUOUS,2
name jesus,2,AMBIGUOUS,2
able heal,2,AMBIGUOUS,2
came out,2,AMBIGUOUS,2
african american,2,AMBIGUOUS,2
increasing amounts,2,AMBIGUOUS,2
liver stomach,2,AMBIGUOUS,2
called ethanol,2,AMBIGUOUS,2
irritability anxiety,2,AMBIGUOUS,2
cases symptoms,2,AMBIGUOUS,2
serious cases,2,AMBIGUOUS,2
individuals suffering,2,AMBIGUOUS,2
increased heart,2,AMBIGUOUS,2
stress insomnia,2,AMBIGUOUS,2
depend consider,2,AMBIGUOUS,2
consider medicine,2,AMBIGUOUS,2
consider use,2,AMBIGUOUS,2
use medicine,2,AMBIGUOUS,2
medicine user,2,AMBIGUOUS,2
use helps,2,AMBIGUOUS,2
helps treatment,2,AMBIGUOUS,2
ally medicine,2,AMBIGUOUS,2
treatment mental,2,AMBIGUOUS,2
used recreational,2,AMBIGUOUS,2
recreational purposes,2,AMBIGUOUS,2
affects affects,2,AMBIGUOUS,2
anxiety mental,2,AMBIGUOUS,2
use improve,2,AMBIGUOUS,2
life give,2,AMBIGUOUS,2
commit acts,2,AMBIGUOUS,2
violence order,2,AMBIGUOUS,2
violent manner,2,AMBIGUOUS,2
people's behavior,2,AMBIGUOUS,2
issues substance,2,AMBIGUOUS,2
violence research,2,AMBIGUOUS,2
violence factors,2,AMBIGUOUS,2
factors increase,2,AMBIGUOUS,2
violence include,2,AMBIGUOUS,2
depression well,2,AMBIGUOUS,2
conclusion direct,2,AMBIGUOUS,2
crucial address,2,AMBIGUOUS,2
address issues,2,AMBIGUOUS,2
americans use,2,AMBIGUOUS,2
others use,2,AMBIGUOUS,2
years use,2,AMBIGUOUS,2
social benefits,2,AMBIGUOUS,2
tend use,2,AMBIGUOUS,2
marijuana illegal,2,AMBIGUOUS,2
looking out,2,AMBIGUOUS,2
bad things,2,AMBIGUOUS,2
things believe,2,AMBIGUOUS,2
etc type,2,AMBIGUOUS,2
participants subjects,2,AMBIGUOUS,2
bible considered,2,AMBIGUOUS,2
addiction lack,2,AMBIGUOUS,2
opiate use,2,AMBIGUOUS,2
indicate personality,2,AMBIGUOUS,2
disorder addiction,2,AMBIGUOUS,2
means able,2,AMBIGUOUS,2
addiction always,2,AMBIGUOUS,2
behaviors based,2,AMBIGUOUS,2
decisions fully,2,AMBIGUOUS,2
process impact,2,AMBIGUOUS,2
vote however,2,AMBIGUOUS,2
mean denied,2,AMBIGUOUS,2
know answer,2,AMBIGUOUS,2
abuse often,2,AMBIGUOUS,2
using humor,2,AMBIGUOUS,2
engage comical,2,AMBIGUOUS,2
impress others,2,AMBIGUOUS,2
exaggerated stories,2,AMBIGUOUS,2
use make,2,AMBIGUOUS,2
effects drugs,2,AMBIGUOUS,2
rather serious,2,AMBIGUOUS,2
requires empathy,2,AMBIGUOUS,2
addicted opioids,2,AMBIGUOUS,2
obtain opioids,2,AMBIGUOUS,2
neglect responsibilities,2,AMBIGUOUS,2
personal hygiene,2,AMBIGUOUS,2
overdose addiction,2,AMBIGUOUS,2
prioritize addiction,2,AMBIGUOUS,2
well well,2,AMBIGUOUS,2
others actions,2,AMBIGUOUS,2
important focus,2,AMBIGUOUS,2
adequate treatment,2,AMBIGUOUS,2
regain control,2,AMBIGUOUS,2
understand meant,2,AMBIGUOUS,2
physically psychologically,2,AMBIGUOUS,2
psychologically dependent,2,AMBIGUOUS,2
opioids heroin,2,AMBIGUOUS,2
moral autonomy,2,AMBIGUOUS,2
philosophy idea,2,AMBIGUOUS,2
decisions choices,2,AMBIGUOUS,2
addiction seen,2,AMBIGUOUS,2
aspect moral,2,AMBIGUOUS,2
dignity respect,2,AMBIGUOUS,2
values overall,2,AMBIGUOUS,2
deficient important,2,AMBIGUOUS,2
multifaceted issue,2,AMBIGUOUS,2
requires compassionate,2,AMBIGUOUS,2
understanding approach,2,AMBIGUOUS,2
reducing amount,2,AMBIGUOUS,2
amount opioids,2,AMBIGUOUS,2
opioids wasted,2,AMBIGUOUS,2
characteristics individuals,2,AMBIGUOUS,2
individuals society,2,AMBIGUOUS,2
use often,2,AMBIGUOUS,2
compulsive need,2,AMBIGUOUS,2
words explain,2,AMBIGUOUS,2
suggest solutions,2,AMBIGUOUS,2
solutions problem,2,AMBIGUOUS,2
brain results,2,AMBIGUOUS,2
cardiac arrest,2,AMBIGUOUS,2
damage blood,2,AMBIGUOUS,2
define term,2,AMBIGUOUS,2
effects drug,2,AMBIGUOUS,2
treatments help,2,AMBIGUOUS,2
lead healthy,2,AMBIGUOUS,2
cognitive consequences,2,AMBIGUOUS,2
including increased,2,AMBIGUOUS,2
stop using,2,AMBIGUOUS,2
achieve desired,2,AMBIGUOUS,2
desired effect,2,AMBIGUOUS,2
persistent inability,2,AMBIGUOUS,2
inability achieve,2,AMBIGUOUS,2
serious problem,2,AMBIGUOUS,2
struggle find,2,AMBIGUOUS,2
rebellious dangerous,2,AMBIGUOUS,2
sins others,2,AMBIGUOUS,2
according national,2,AMBIGUOUS,2
institute drug,2,AMBIGUOUS,2
young adults,2,AMBIGUOUS,2
twenty years,2,AMBIGUOUS,2
commonly used,2,AMBIGUOUS,2
system stimulants,2,AMBIGUOUS,2
high doses,2,AMBIGUOUS,2
sports entertainment,2,AMBIGUOUS,2
last several,2,AMBIGUOUS,2
several decades,2,AMBIGUOUS,2
number studies,2,AMBIGUOUS,2
effects amphetamine,2,AMBIGUOUS,2
amphetamine consumption,2,AMBIGUOUS,2
term effects,2,AMBIGUOUS,2
anxiety aggression,2,AMBIGUOUS,2
loss memory,2,AMBIGUOUS,2
effects include,2,AMBIGUOUS,2
drugs cause,2,AMBIGUOUS,2
psychotic problems,2,AMBIGUOUS,2
including anxiety,2,AMBIGUOUS,2
way control,2,AMBIGUOUS,2
arms legs,2,AMBIGUOUS,2
sick put,2,AMBIGUOUS,2
dangerous one,2,AMBIGUOUS,2
right away,2,AMBIGUOUS,2
human food,2,AMBIGUOUS,2
eat anything,2,AMBIGUOUS,2
text amphetamine,2,AMBIGUOUS,2
amphetamine characterless,2,AMBIGUOUS,2
parents use,2,AMBIGUOUS,2
affect parent,2,AMBIGUOUS,2
young children,2,AMBIGUOUS,2
good parent,2,AMBIGUOUS,2
entire family,2,AMBIGUOUS,2
answer examples,2,AMBIGUOUS,2
specific mental,2,AMBIGUOUS,2
where hallucinogen,2,AMBIGUOUS,2
research suggests,2,AMBIGUOUS,2
symptoms delusions,2,AMBIGUOUS,2
clearly make,2,AMBIGUOUS,2
due hallucinogen,2,AMBIGUOUS,2
difficulty functioning,2,AMBIGUOUS,2
forms treatment,2,AMBIGUOUS,2
symptoms psychosis,2,AMBIGUOUS,2
harmful acts,2,AMBIGUOUS,2
someone experiencing,2,AMBIGUOUS,2
symptoms means,2,AMBIGUOUS,2
ways one,2,AMBIGUOUS,2
further reinforce,2,AMBIGUOUS,2
another interpretation,2,AMBIGUOUS,2
maintain control,2,AMBIGUOUS,2
one's thoughts,2,AMBIGUOUS,2
influenced cultural,2,AMBIGUOUS,2
support crucial,2,AMBIGUOUS,2
recovery well,2,AMBIGUOUS,2
plan address,2,AMBIGUOUS,2
improve parenting,2,AMBIGUOUS,2
single answer,2,AMBIGUOUS,2
since different,2,AMBIGUOUS,2
decisions best,2,AMBIGUOUS,2
best interest,2,AMBIGUOUS,2
substance found,2,AMBIGUOUS,2
found tobacco,2,AMBIGUOUS,2
products cigarettes,2,AMBIGUOUS,2
cigarettes cigars,2,AMBIGUOUS,2
individual becomes,2,AMBIGUOUS,2
dependent substance,2,AMBIGUOUS,2
treatment secondly,2,AMBIGUOUS,2
relapsing condition,2,AMBIGUOUS,2
accompanied mental,2,AMBIGUOUS,2
issues depression,2,AMBIGUOUS,2
instability lack,2,AMBIGUOUS,2
lead risky,2,AMBIGUOUS,2
driving under,2,AMBIGUOUS,2
conclusion true,2,AMBIGUOUS,2
individuals important,2,AMBIGUOUS,2
requires support,2,AMBIGUOUS,2
important treat,2,AMBIGUOUS,2
recent times,2,AMBIGUOUS,2
two theories,2,AMBIGUOUS,2
understand it's,2,AMBIGUOUS,2
unpredictable one,2,AMBIGUOUS,2
often become,2,AMBIGUOUS,2
resort extreme,2,AMBIGUOUS,2
measures get,2,AMBIGUOUS,2
profound impact,2,AMBIGUOUS,2
swings emotional,2,AMBIGUOUS,2
issues overall,2,AMBIGUOUS,2
help break,2,AMBIGUOUS,2
live healthier,2,AMBIGUOUS,2
healthier lives,2,AMBIGUOUS,2
refers pattern,2,AMBIGUOUS,2
however individual,2,AMBIGUOUS,2
rational informed,2,AMBIGUOUS,2
weigh pros,2,AMBIGUOUS,2
personalities likely,2,AMBIGUOUS,2
causes beliefs,2,AMBIGUOUS,2
instead focus,2,AMBIGUOUS,2
services help,2,AMBIGUOUS,2
think allowed,2,AMBIGUOUS,2
mentally healthy,2,AMBIGUOUS,2
problem http,2,AMBIGUOUS,2
rather work,2,AMBIGUOUS,2
pleasant fun,2,AMBIGUOUS,2
like become,2,AMBIGUOUS,2
due someone,2,AMBIGUOUS,2
participants interviewed,2,AMBIGUOUS,2
interviewed area,2,AMBIGUOUS,2
lives begin,2,AMBIGUOUS,2
pattern wanting,2,AMBIGUOUS,2
wanting please,2,AMBIGUOUS,2
please childhood,2,AMBIGUOUS,2
actions take,2,AMBIGUOUS,2
behaviors lack,2,AMBIGUOUS,2
personalities poor,2,AMBIGUOUS,2
impulsive reckless,2,AMBIGUOUS,2
behavioral issues,2,AMBIGUOUS,2
guidance children,2,AMBIGUOUS,2
children lead,2,AMBIGUOUS,2
behaviors providing,2,AMBIGUOUS,2
nurturing environment,2,AMBIGUOUS,2
overall connection,2,AMBIGUOUS,2
parenting complex,2,AMBIGUOUS,2
intervention learn,2,AMBIGUOUS,2
society however,2,AMBIGUOUS,2
restricting right,2,AMBIGUOUS,2
based specific,2,AMBIGUOUS,2
behavior personality,2,AMBIGUOUS,2
responsible informed,2,AMBIGUOUS,2
discriminatory unjust,2,AMBIGUOUS,2
affect individual's,2,AMBIGUOUS,2
individual's decision,2,AMBIGUOUS,2
making ability,2,AMBIGUOUS,2
social problems,2,AMBIGUOUS,2
civic life,2,AMBIGUOUS,2
democratic processes,2,AMBIGUOUS,2
decisions participate,2,AMBIGUOUS,2
participate actively,2,AMBIGUOUS,2
ensure individuals,2,AMBIGUOUS,2
individuals participate,2,AMBIGUOUS,2
three reasons,2,AMBIGUOUS,2
elaborate elaborate,2,AMBIGUOUS,2
neighborhood safety,2,AMBIGUOUS,2
obtain money,2,AMBIGUOUS,2
moves neighborhood,2,AMBIGUOUS,2
put strain,2,AMBIGUOUS,2
social impact,2,AMBIGUOUS,2
addiction negative,2,AMBIGUOUS,2
disrupt social,2,AMBIGUOUS,2
individual seek,2,AMBIGUOUS,2
likely seek,2,AMBIGUOUS,2
conditions however,2,AMBIGUOUS,2
share responsibility,2,AMBIGUOUS,2
reason often,2,AMBIGUOUS,2
linked mental,2,AMBIGUOUS,2
developing problem,2,AMBIGUOUS,2
likelihood developing,2,AMBIGUOUS,2
responsibility conditions,2,AMBIGUOUS,2
amendments act,2,AMBIGUOUS,2
steps taken,2,AMBIGUOUS,2
taken prevent,2,AMBIGUOUS,2
care act,2,AMBIGUOUS,2
harm service,2,AMBIGUOUS,2
service user,2,AMBIGUOUS,2
person's behaviour,2,AMBIGUOUS,2
physical verbal,2,AMBIGUOUS,2
violent towards,2,AMBIGUOUS,2
behaviours include,2,AMBIGUOUS,2
including sexual,2,AMBIGUOUS,2
toward staff,2,AMBIGUOUS,2
violence promote,2,AMBIGUOUS,2
issue family,2,AMBIGUOUS,2
family victim,2,AMBIGUOUS,2
compulsive behavior,2,AMBIGUOUS,2
excessive masturbation,2,AMBIGUOUS,2
multiple partners,2,AMBIGUOUS,2
now crazy,2,AMBIGUOUS,2
dangerous it's,2,AMBIGUOUS,2
note crazy,2,AMBIGUOUS,2
nature disorder,2,AMBIGUOUS,2
include engaging,2,AMBIGUOUS,2
criminal behavior,2,AMBIGUOUS,2
related inability,2,AMBIGUOUS,2
negative thoughts,2,AMBIGUOUS,2
behaviors difficult,2,AMBIGUOUS,2
break out,2,AMBIGUOUS,2
support well,2,AMBIGUOUS,2
compassion support,2,AMBIGUOUS,2
support address,2,AMBIGUOUS,2
possible recover,2,AMBIGUOUS,2
healthy fulfilling,2,AMBIGUOUS,2
sex following,2,AMBIGUOUS,2
yourself make,2,AMBIGUOUS,2
it's time,2,AMBIGUOUS,2
stigma attached,2,AMBIGUOUS,2
look down,2,AMBIGUOUS,2
decisions lead,2,AMBIGUOUS,2
please don't,2,AMBIGUOUS,2
don't let,2,AMBIGUOUS,2
admit problem,2,AMBIGUOUS,2
take seriously,2,AMBIGUOUS,2
one's sense,2,AMBIGUOUS,2
comical thing,2,AMBIGUOUS,2
involves persistent,2,AMBIGUOUS,2
preoccupation fantasies,2,AMBIGUOUS,2
fantasies urges,2,AMBIGUOUS,2
remember disease,2,AMBIGUOUS,2
lying cheating,2,AMBIGUOUS,2
consequences themselves,2,AMBIGUOUS,2
manipulating others,2,AMBIGUOUS,2
violation basic,2,AMBIGUOUS,2
lead perception,2,AMBIGUOUS,2
towards recovery,2,AMBIGUOUS,2
therapy self,2,AMBIGUOUS,2
self help,2,AMBIGUOUS,2
life note,2,AMBIGUOUS,2
note answer,2,AMBIGUOUS,2
disease moral,2,AMBIGUOUS,2
requires multi,2,AMBIGUOUS,2
multi faceted,2,AMBIGUOUS,2
faceted approach,2,AMBIGUOUS,2
punish individuals,2,AMBIGUOUS,2
occupational functioning,2,AMBIGUOUS,2
masturbation frequent,2,AMBIGUOUS,2
frequent viewing,2,AMBIGUOUS,2
viewing pornography,2,AMBIGUOUS,2
behaviors now,2,AMBIGUOUS,2
behavior consequences,2,AMBIGUOUS,2
addictive behaviors,2,AMBIGUOUS,2
behaviors due,2,AMBIGUOUS,2
esteem poor,2,AMBIGUOUS,2
approach treatment,2,AMBIGUOUS,2
matter willpower,2,AMBIGUOUS,2
individual need,2,AMBIGUOUS,2
medication support,2,AMBIGUOUS,2
therefore fair,2,AMBIGUOUS,2
given brain,2,AMBIGUOUS,2
brain get,2,AMBIGUOUS,2
get satisfaction,2,AMBIGUOUS,2
leads satisfy,2,AMBIGUOUS,2
satisfy urge,2,AMBIGUOUS,2
urge young,2,AMBIGUOUS,2
age childhood,2,AMBIGUOUS,2
see get,2,AMBIGUOUS,2
get turned,2,AMBIGUOUS,2
become attached,2,AMBIGUOUS,2
say get,2,AMBIGUOUS,2
following characteristics,2,AMBIGUOUS,2
look different,2,AMBIGUOUS,2
strong thoughts,2,AMBIGUOUS,2
thoughts urges,2,AMBIGUOUS,2
strong sex,2,AMBIGUOUS,2
behavior strong,2,AMBIGUOUS,2
caused decrease,2,AMBIGUOUS,2
decrease amount,2,AMBIGUOUS,2
amount quality,2,AMBIGUOUS,2
quality sex,2,AMBIGUOUS,2
drug withdrawal,2,AMBIGUOUS,2
like anxiety,2,AMBIGUOUS,2
strong addict,2,AMBIGUOUS,2
addict increase,2,AMBIGUOUS,2
increase frequency,2,AMBIGUOUS,2
frequency novelty,2,AMBIGUOUS,2
novelty intensity,2,AMBIGUOUS,2
intensity behavior,2,AMBIGUOUS,2
behavior achieve,2,AMBIGUOUS,2
level satisfaction,2,AMBIGUOUS,2
satisfaction strong,2,AMBIGUOUS,2
obsessive thinking,2,AMBIGUOUS,2
like sex,2,AMBIGUOUS,2
peoples lives,2,AMBIGUOUS,2
watching tv,2,AMBIGUOUS,2
tv shows,2,AMBIGUOUS,2
whether true,2,AMBIGUOUS,2
actions way,2,AMBIGUOUS,2
questions please,2,AMBIGUOUS,2
please make,2,AMBIGUOUS,2
affected population,2,AMBIGUOUS,2
population analysis,2,AMBIGUOUS,2
health disparities,2,AMBIGUOUS,2
disparities likely,2,AMBIGUOUS,2
likely exist,2,AMBIGUOUS,2
exist subpopulation,2,AMBIGUOUS,2
where draw,2,AMBIGUOUS,2
line helpful,2,AMBIGUOUS,2
helpful judgmental,2,AMBIGUOUS,2
friends colleagues,2,AMBIGUOUS,2
higher rates,2,AMBIGUOUS,2
problems financial,2,AMBIGUOUS,2
ethical responsibility,2,AMBIGUOUS,2
way approach,2,AMBIGUOUS,2
actions rather,2,AMBIGUOUS,2
character example,2,AMBIGUOUS,2
choices however,2,AMBIGUOUS,2
often believed,2,AMBIGUOUS,2
manage behavior,2,AMBIGUOUS,2
make healthy,2,AMBIGUOUS,2
additionally believe,2,AMBIGUOUS,2
relationships due,2,AMBIGUOUS,2
https sexaddictiontreatmentcentre,2,AMBIGUOUS,2
sexaddictiontreatmentcentre com,2,AMBIGUOUS,2
porn real,2,AMBIGUOUS,2
excessive preoccupation,2,AMBIGUOUS,2
one's daily,2,AMBIGUOUS,2
reason individuals,2,AMBIGUOUS,2
behavior way,2,AMBIGUOUS,2
additionally children,2,AMBIGUOUS,2
receive adequate,2,AMBIGUOUS,2
adequate guidance,2,AMBIGUOUS,2
guidance support,2,AMBIGUOUS,2
sexually healthy,2,AMBIGUOUS,2
healthy behaviors,2,AMBIGUOUS,2
behaviors another,2,AMBIGUOUS,2
factor consider,2,AMBIGUOUS,2
cultural social,2,AMBIGUOUS,2
where children,2,AMBIGUOUS,2
forming healthy,2,AMBIGUOUS,2
healthy behavior,2,AMBIGUOUS,2
controversial topic,2,AMBIGUOUS,2
behavioral issue,2,AMBIGUOUS,2
issue overcome,2,AMBIGUOUS,2
control real,2,AMBIGUOUS,2
condition right,2,AMBIGUOUS,2
however real,2,AMBIGUOUS,2
important clear,2,AMBIGUOUS,2
help themselves,2,AMBIGUOUS,2
give real,2,AMBIGUOUS,2
abuse violent,2,AMBIGUOUS,2
control intake,2,AMBIGUOUS,2
foods leading,2,AMBIGUOUS,2
negative health,2,AMBIGUOUS,2
problems experience,2,AMBIGUOUS,2
swings irritability,2,AMBIGUOUS,2
behavior evidence,2,AMBIGUOUS,2
abuse lead,2,AMBIGUOUS,2
socio economic,2,AMBIGUOUS,2
regardless hunger,2,AMBIGUOUS,2
health consequences,2,AMBIGUOUS,2
high calorie,2,AMBIGUOUS,2
leading weight,2,AMBIGUOUS,2
social events,2,AMBIGUOUS,2
activities order,2,AMBIGUOUS,2
finally physical,2,AMBIGUOUS,2
often exaggerated,2,AMBIGUOUS,2
exaggerated top,2,AMBIGUOUS,2
condition serious,2,AMBIGUOUS,2
understanding struggling,2,AMBIGUOUS,2
comical blockquote,2,AMBIGUOUS,2
blockquote don't,2,AMBIGUOUS,2
draw attention,2,AMBIGUOUS,2
like i'm,2,AMBIGUOUS,2
