ngram,count,label,n
anonymous,10,SUPPORT,1
overdose,10,SUPPORT,1
alzheimer's,10,SUPPORT,1
surfaces,10,SUPPORT,1
obtaining,10,SUPPORT,1
highlights,10,SUPPORT,1
researching,10,SUPPORT,1
anorexic,10,SUPPORT,1
doses,10,SUPPORT,1
broader,10,SUPPORT,1
thrill,10,SUPPORT,1
pornography,10,SUPPORT,1
starvation,10,SUPPORT,1
libido,10,SUPPORT,1
exciting,10,SUPPORT,1
cameras,10,SUPPORT,1
cruelty,10,SUPPORT,1
eve,10,SUPPORT,1
disproportionate,10,SUPPORT,1
burning,10,SUPPORT,1
ugly,10,SUPPORT,1
phase,10,SUPPORT,1
feces,10,SUPPORT,1
euthanasia,10,SUPPORT,1
mhsd,10,SUPPORT,1
mhdds,10,SUPPORT,1
clay,10,SUPPORT,1
whenever,9,SUPPORT,1
shaping,9,SUPPORT,1
crowds,9,SUPPORT,1
dying,9,SUPPORT,1
till,9,SUPPORT,1
nerves,9,SUPPORT,1
box,9,SUPPORT,1
encouragement,9,SUPPORT,1
reflects,9,SUPPORT,1
sympathetic,9,SUPPORT,1
atmosphere,9,SUPPORT,1
tone,9,SUPPORT,1
troubles,9,SUPPORT,1
deception,9,SUPPORT,1
fights,9,SUPPORT,1
absurd,9,SUPPORT,1
encouraged,9,SUPPORT,1
contains,9,SUPPORT,1
centeredness,9,SUPPORT,1
propaganda,9,SUPPORT,1
previously,9,SUPPORT,1
skill,9,SUPPORT,1
surprised,9,SUPPORT,1
aren,9,SUPPORT,1
younger,9,SUPPORT,1
ranging,9,SUPPORT,1
included,9,SUPPORT,1
determining,9,SUPPORT,1
alleviate,9,SUPPORT,1
highs,9,SUPPORT,1
plays,9,SUPPORT,1
strive,9,SUPPORT,1
chaotic,9,SUPPORT,1
enforce,9,SUPPORT,1
accomplish,9,SUPPORT,1
statements,9,SUPPORT,1
fails,9,SUPPORT,1
psychiatry,9,SUPPORT,1
teenagers,9,SUPPORT,1
compass,9,SUPPORT,1
searching,9,SUPPORT,1
biggest,9,SUPPORT,1
talkativeness,9,SUPPORT,1
empathizing,9,SUPPORT,1
pictures,9,SUPPORT,1
importantly,9,SUPPORT,1
exhausting,9,SUPPORT,1
discussions,9,SUPPORT,1
brown,9,SUPPORT,1
comedian,9,SUPPORT,1
advocate,9,SUPPORT,1
meets,9,SUPPORT,1
efforts,9,SUPPORT,1
homelessness,9,SUPPORT,1
bear,9,SUPPORT,1
unfamiliar,9,SUPPORT,1
block,9,SUPPORT,1
reveals,9,SUPPORT,1
reflected,9,SUPPORT,1
touched,9,SUPPORT,1
applied,9,SUPPORT,1
speaker,9,SUPPORT,1
mimic,9,SUPPORT,1
wise,9,SUPPORT,1
friendly,9,SUPPORT,1
annoyed,9,SUPPORT,1
recalling,9,SUPPORT,1
glory,9,SUPPORT,1
art,9,SUPPORT,1
elements,9,SUPPORT,1
describing,9,SUPPORT,1
mix,9,SUPPORT,1
heaven,9,SUPPORT,1
leg,9,SUPPORT,1
neck,9,SUPPORT,1
receives,9,SUPPORT,1
land,9,SUPPORT,1
ailment,9,SUPPORT,1
reproductive,9,SUPPORT,1
race,9,SUPPORT,1
beautiful,9,SUPPORT,1
sinned,9,SUPPORT,1
bigger,9,SUPPORT,1
inherent,9,SUPPORT,1
nice,9,SUPPORT,1
weapon,9,SUPPORT,1
outburst,9,SUPPORT,1
suppress,9,SUPPORT,1
imitation,9,SUPPORT,1
actively,9,SUPPORT,1
worsening,9,SUPPORT,1
vicious,9,SUPPORT,1
smart,9,SUPPORT,1
they've,9,SUPPORT,1
bank,9,SUPPORT,1
shoes,9,SUPPORT,1
wisdom,9,SUPPORT,1
sending,9,SUPPORT,1
grace,9,SUPPORT,1
individuality,9,SUPPORT,1
respected,9,SUPPORT,1
cognition,9,SUPPORT,1
hyper,9,SUPPORT,1
apnea,9,SUPPORT,1
disagree,9,SUPPORT,1
sleeps,9,SUPPORT,1
bills,9,SUPPORT,1
sorts,9,SUPPORT,1
chores,9,SUPPORT,1
cycles,9,SUPPORT,1
wellbeing,9,SUPPORT,1
compare,9,SUPPORT,1
waiting,9,SUPPORT,1
midst,9,SUPPORT,1
narcoleptic,9,SUPPORT,1
circadian,9,SUPPORT,1
freedom,9,SUPPORT,1
safer,9,SUPPORT,1
anybody,9,SUPPORT,1
continuing,9,SUPPORT,1
blockage,9,SUPPORT,1
killer,9,SUPPORT,1
threaten,9,SUPPORT,1
disorder's,9,SUPPORT,1
hatred,9,SUPPORT,1
transmit,9,SUPPORT,1
feature,9,SUPPORT,1
supernatural,9,SUPPORT,1
flesh,9,SUPPORT,1
tempted,9,SUPPORT,1
criminals,9,SUPPORT,1
edition,9,SUPPORT,1
cant,9,SUPPORT,1
lots,9,SUPPORT,1
rub,9,SUPPORT,1
they'll,9,SUPPORT,1
belongings,9,SUPPORT,1
fake,9,SUPPORT,1
alienation,9,SUPPORT,1
figures,9,SUPPORT,1
widely,9,SUPPORT,1
instances,9,SUPPORT,1
hormonal,9,SUPPORT,1
briefly,9,SUPPORT,1
equipment,9,SUPPORT,1
respectful,9,SUPPORT,1
challenged,9,SUPPORT,1
pass,9,SUPPORT,1
vandalism,9,SUPPORT,1
carefully,9,SUPPORT,1
marble,9,SUPPORT,1
voluntary,9,SUPPORT,1
prevalent,9,SUPPORT,1
affairs,9,SUPPORT,1
inflicting,9,SUPPORT,1
tantrums,9,SUPPORT,1
prepared,9,SUPPORT,1
hour,9,SUPPORT,1
sleepers,9,SUPPORT,1
approval,9,SUPPORT,1
click,9,SUPPORT,1
impacted,9,SUPPORT,1
occurred,9,SUPPORT,1
fluids,9,SUPPORT,1
cardiovascular,9,SUPPORT,1
monitor,9,SUPPORT,1
released,9,SUPPORT,1
nightmare,9,SUPPORT,1
liable,9,SUPPORT,1
bias,9,SUPPORT,1
naked,9,SUPPORT,1
red,9,SUPPORT,1
replaced,9,SUPPORT,1
perceptual,9,SUPPORT,1
forgetting,9,SUPPORT,1
evening,9,SUPPORT,1
significance,9,SUPPORT,1
underline,9,SUPPORT,1
delirium,9,SUPPORT,1
deserving,9,SUPPORT,1
contaminated,9,SUPPORT,1
input,9,SUPPORT,1
taste,9,SUPPORT,1
organ,9,SUPPORT,1
desperate,9,SUPPORT,1
insane,9,SUPPORT,1
dependence,9,SUPPORT,1
sites,9,SUPPORT,1
ease,9,SUPPORT,1
adolescent,9,SUPPORT,1
persecution,9,SUPPORT,1
cigarettes,9,SUPPORT,1
relations,9,SUPPORT,1
secretive,9,SUPPORT,1
distortion,9,SUPPORT,1
visits,9,SUPPORT,1
supervisors,9,SUPPORT,1
explosive,9,SUPPORT,1
james,9,SUPPORT,1
compensate,9,SUPPORT,1
perpetrator,9,SUPPORT,1
calories,9,SUPPORT,1
gonna,9,SUPPORT,1
desired,9,SUPPORT,1
nutrients,9,SUPPORT,1
permission,9,SUPPORT,1
genuine,9,SUPPORT,1
forgive,9,SUPPORT,1
derives,9,SUPPORT,1
offenders,9,SUPPORT,1
charged,9,SUPPORT,1
format,9,SUPPORT,1
orientation,9,SUPPORT,1
fetishes,9,SUPPORT,1
transgender,9,SUPPORT,1
ache,9,SUPPORT,1
mutilation,9,SUPPORT,1
floor,9,SUPPORT,1
trial,9,SUPPORT,1
urinate,9,SUPPORT,1
regurgitate,9,SUPPORT,1
diabetic,9,SUPPORT,1
guardians,9,SUPPORT,1
discard,9,SUPPORT,1
flexibility,9,SUPPORT,1
tax,9,SUPPORT,1
prosecutor,9,SUPPORT,1
johnny,9,SUPPORT,1
mhsdd,9,SUPPORT,1
hoarding,8,SUPPORT,1
presentation,8,SUPPORT,1
curious,8,SUPPORT,1
pretty,8,SUPPORT,1
project,8,SUPPORT,1
listed,8,SUPPORT,1
extensive,8,SUPPORT,1
repercussions,8,SUPPORT,1
cloud,8,SUPPORT,1
reserved,8,SUPPORT,1
empirical,8,SUPPORT,1
reactive,8,SUPPORT,1
offering,8,SUPPORT,1
powerlessness,8,SUPPORT,1
proportion,8,SUPPORT,1
charge,8,SUPPORT,1
exercises,8,SUPPORT,1
reluctant,8,SUPPORT,1
mute,8,SUPPORT,1
refusal,8,SUPPORT,1
honesty,8,SUPPORT,1
domestic,8,SUPPORT,1
blindness,8,SUPPORT,1
expressive,8,SUPPORT,1
distrust,8,SUPPORT,1
predisposed,8,SUPPORT,1
existing,8,SUPPORT,1
insensitive,8,SUPPORT,1
incompetency,8,SUPPORT,1
stake,8,SUPPORT,1
pros,8,SUPPORT,1
cons,8,SUPPORT,1
questionable,8,SUPPORT,1
sit,8,SUPPORT,1
unhappy,8,SUPPORT,1
consistency,8,SUPPORT,1
lenient,8,SUPPORT,1
babies,8,SUPPORT,1
maladaptive,8,SUPPORT,1
desirable,8,SUPPORT,1
moody,8,SUPPORT,1
ideal,8,SUPPORT,1
nerve,8,SUPPORT,1
offend,8,SUPPORT,1
cheerful,8,SUPPORT,1
phrase,8,SUPPORT,1
adaptive,8,SUPPORT,1
machine,8,SUPPORT,1
nuisance,8,SUPPORT,1
grasp,8,SUPPORT,1
models,8,SUPPORT,1
recidivism,8,SUPPORT,1
turning,8,SUPPORT,1
qualified,8,SUPPORT,1
match,8,SUPPORT,1
traffic,8,SUPPORT,1
interview,8,SUPPORT,1
articulate,8,SUPPORT,1
portrayed,8,SUPPORT,1
worship,8,SUPPORT,1
stance,8,SUPPORT,1
alive,8,SUPPORT,1
eliminate,8,SUPPORT,1
war,8,SUPPORT,1
improved,8,SUPPORT,1
contributes,8,SUPPORT,1
phrases,8,SUPPORT,1
reinforce,8,SUPPORT,1
feedback,8,SUPPORT,1
assistive,8,SUPPORT,1
reinforcement,8,SUPPORT,1
casting,8,SUPPORT,1
intend,8,SUPPORT,1
definitions,8,SUPPORT,1
capabilities,8,SUPPORT,1
attempting,8,SUPPORT,1
commitment,8,SUPPORT,1
outline,8,SUPPORT,1
constructive,8,SUPPORT,1
realise,8,SUPPORT,1
specialist,8,SUPPORT,1
inadvertently,8,SUPPORT,1
dynamics,8,SUPPORT,1
examining,8,SUPPORT,1
gatherings,8,SUPPORT,1
disabling,8,SUPPORT,1
tourettes,8,SUPPORT,1
mutation,8,SUPPORT,1
viruses,8,SUPPORT,1
admitted,8,SUPPORT,1
nurse,8,SUPPORT,1
chromosome,8,SUPPORT,1
discern,8,SUPPORT,1
wishes,8,SUPPORT,1
sinner,8,SUPPORT,1
closer,8,SUPPORT,1
caution,8,SUPPORT,1
secret,8,SUPPORT,1
contract,8,SUPPORT,1
charming,8,SUPPORT,1
structured,8,SUPPORT,1
mask,8,SUPPORT,1
path,8,SUPPORT,1
efficient,8,SUPPORT,1
spell,8,SUPPORT,1
advanced,8,SUPPORT,1
catch,8,SUPPORT,1
audiences,8,SUPPORT,1
witty,8,SUPPORT,1
wrote,8,SUPPORT,1
speed,8,SUPPORT,1
measure,8,SUPPORT,1
signals,8,SUPPORT,1
legibly,8,SUPPORT,1
temple,8,SUPPORT,1
clarity,8,SUPPORT,1
concise,8,SUPPORT,1
debate,8,SUPPORT,1
stuff,8,SUPPORT,1
adrenaline,8,SUPPORT,1
town,8,SUPPORT,1
guys,8,SUPPORT,1
rarely,8,SUPPORT,1
breathe,8,SUPPORT,1
constipation,8,SUPPORT,1
overview,8,SUPPORT,1
lunch,8,SUPPORT,1
neurotransmitter,8,SUPPORT,1
obey,8,SUPPORT,1
deceive,8,SUPPORT,1
creation,8,SUPPORT,1
tips,8,SUPPORT,1
tract,8,SUPPORT,1
nearby,8,SUPPORT,1
attentive,8,SUPPORT,1
lung,8,SUPPORT,1
hormone,8,SUPPORT,1
melatonin,8,SUPPORT,1
science,8,SUPPORT,1
partial,8,SUPPORT,1
talks,8,SUPPORT,1
terrifying,8,SUPPORT,1
forgiven,8,SUPPORT,1
gym,8,SUPPORT,1
date,8,SUPPORT,1
cry,8,SUPPORT,1
counted,8,SUPPORT,1
equally,8,SUPPORT,1
slowly,8,SUPPORT,1
placing,8,SUPPORT,1
mass,8,SUPPORT,1
entitled,8,SUPPORT,1
components,8,SUPPORT,1
impression,8,SUPPORT,1
span,8,SUPPORT,1
blaming,8,SUPPORT,1
inclined,8,SUPPORT,1
exhibiting,8,SUPPORT,1
attempts,8,SUPPORT,1
disrespectful,8,SUPPORT,1
inhibitions,8,SUPPORT,1
hospitalization,8,SUPPORT,1
institution,8,SUPPORT,1
schools,8,SUPPORT,1
providers,8,SUPPORT,1
bonds,8,SUPPORT,1
subjects,8,SUPPORT,1
asking,8,SUPPORT,1
imply,8,SUPPORT,1
glass,8,SUPPORT,1
contributed,8,SUPPORT,1
mayoclinic,8,SUPPORT,1
disrespect,8,SUPPORT,1
belonging,8,SUPPORT,1
sub,8,SUPPORT,1
illicit,8,SUPPORT,1
males,8,SUPPORT,1
gun,8,SUPPORT,1
efficiency,8,SUPPORT,1
girlfriend,8,SUPPORT,1
ancestors,8,SUPPORT,1
researched,8,SUPPORT,1
fifth,8,SUPPORT,1
ballots,8,SUPPORT,1
calls,8,SUPPORT,1
cleaning,8,SUPPORT,1
messy,8,SUPPORT,1
television,8,SUPPORT,1
park,8,SUPPORT,1
kingdom,8,SUPPORT,1
expand,8,SUPPORT,1
classification,8,SUPPORT,1
adjusting,8,SUPPORT,1
fatal,8,SUPPORT,1
incidents,8,SUPPORT,1
gradually,8,SUPPORT,1
victimized,8,SUPPORT,1
deviate,8,SUPPORT,1
ghost,8,SUPPORT,1
besides,8,SUPPORT,1
bath,8,SUPPORT,1
ex,8,SUPPORT,1
obligations,8,SUPPORT,1
vs,8,SUPPORT,1
cortex,8,SUPPORT,1
reliant,8,SUPPORT,1
erode,8,SUPPORT,1
absolute,8,SUPPORT,1
wrongdoing,8,SUPPORT,1
premature,8,SUPPORT,1
manipulating,8,SUPPORT,1
flaw,8,SUPPORT,1
stopping,8,SUPPORT,1
gamblers,8,SUPPORT,1
employed,8,SUPPORT,1
economy,8,SUPPORT,1
consensual,8,SUPPORT,1
suppose,8,SUPPORT,1
minute,8,SUPPORT,1
derived,8,SUPPORT,1
restrictions,8,SUPPORT,1
diagnosing,8,SUPPORT,1
images,8,SUPPORT,1
harms,8,SUPPORT,1
persist,8,SUPPORT,1
fulfil,8,SUPPORT,1
schizophrenic,8,SUPPORT,1
twice,8,SUPPORT,1
essence,8,SUPPORT,1
imaginary,8,SUPPORT,1
pedodorks,8,SUPPORT,1
fashion,8,SUPPORT,1
targeted,8,SUPPORT,1
partner's,8,SUPPORT,1
forcing,8,SUPPORT,1
anemia,8,SUPPORT,1
declared,8,SUPPORT,1
sacrifice,8,SUPPORT,1
kidney,8,SUPPORT,1
inflexible,8,SUPPORT,1
skinny,8,SUPPORT,1
arson,8,SUPPORT,1
delusionals,8,SUPPORT,1
portrayals,8,SUPPORT,1
dnssd,8,SUPPORT,1
dnd,8,SUPPORT,1
csb,8,SUPPORT,1
cdo,8,SUPPORT,1
scratch,8,SUPPORT,1
dmd,8,SUPPORT,1
necessities,7,SUPPORT,1
maintenance,7,SUPPORT,1
travel,7,SUPPORT,1
city,7,SUPPORT,1
laughed,7,SUPPORT,1
asks,7,SUPPORT,1
assaulted,7,SUPPORT,1
parents',7,SUPPORT,1
attending,7,SUPPORT,1
consistently,7,SUPPORT,1
discriminated,7,SUPPORT,1
pill,7,SUPPORT,1
you'll,7,SUPPORT,1
anxieties,7,SUPPORT,1
exaggerating,7,SUPPORT,1
panickers,7,SUPPORT,1
magical,7,SUPPORT,1
tv,7,SUPPORT,1
afterwards,7,SUPPORT,1
urgent,7,SUPPORT,1
managers,7,SUPPORT,1
encourages,7,SUPPORT,1
transition,7,SUPPORT,1
freely,7,SUPPORT,1
unintentionally,7,SUPPORT,1
exaggeration,7,SUPPORT,1
pretend,7,SUPPORT,1
untrustworthy,7,SUPPORT,1
surprising,7,SUPPORT,1
accused,7,SUPPORT,1
uncontrollably,7,SUPPORT,1
inaccurate,7,SUPPORT,1
north,7,SUPPORT,1
answering,7,SUPPORT,1
maturity,7,SUPPORT,1
promises,7,SUPPORT,1
neurotransmitters,7,SUPPORT,1
cried,7,SUPPORT,1
treatable,7,SUPPORT,1
hesitant,7,SUPPORT,1
enjoyed,7,SUPPORT,1
fluctuations,7,SUPPORT,1
hypomania,7,SUPPORT,1
genetically,7,SUPPORT,1
resentful,7,SUPPORT,1
progresses,7,SUPPORT,1
noticeable,7,SUPPORT,1
responsive,7,SUPPORT,1
predictable,7,SUPPORT,1
affective,7,SUPPORT,1
compromising,7,SUPPORT,1
proof,7,SUPPORT,1
expense,7,SUPPORT,1
restrain,7,SUPPORT,1
plot,7,SUPPORT,1
wonder,7,SUPPORT,1
debates,7,SUPPORT,1
civil,7,SUPPORT,1
assert,7,SUPPORT,1
artificial,7,SUPPORT,1
shakespeare,7,SUPPORT,1
literally,7,SUPPORT,1
mistreated,7,SUPPORT,1
haven,7,SUPPORT,1
tongue,7,SUPPORT,1
defective,7,SUPPORT,1
stutterer,7,SUPPORT,1
booth,7,SUPPORT,1
dumb,7,SUPPORT,1
forbidden,7,SUPPORT,1
tool,7,SUPPORT,1
double,7,SUPPORT,1
logically,7,SUPPORT,1
convincing,7,SUPPORT,1
provoked,7,SUPPORT,1
lady,7,SUPPORT,1
deeds,7,SUPPORT,1
resolved,7,SUPPORT,1
jerking,7,SUPPORT,1
turns,7,SUPPORT,1
shouting,7,SUPPORT,1
approximately,7,SUPPORT,1
shorter,7,SUPPORT,1
select,7,SUPPORT,1
locked,7,SUPPORT,1
priority,7,SUPPORT,1
shift,7,SUPPORT,1
centuries,7,SUPPORT,1
satan,7,SUPPORT,1
stimulated,7,SUPPORT,1
draining,7,SUPPORT,1
unconsciously,7,SUPPORT,1
modeling,7,SUPPORT,1
resulted,7,SUPPORT,1
gotten,7,SUPPORT,1
meanings,7,SUPPORT,1
strengths,7,SUPPORT,1
unsure,7,SUPPORT,1
tragic,7,SUPPORT,1
careless,7,SUPPORT,1
sets,7,SUPPORT,1
total,7,SUPPORT,1
disadvantages,7,SUPPORT,1
calculating,7,SUPPORT,1
division,7,SUPPORT,1
filling,7,SUPPORT,1
demonstrated,7,SUPPORT,1
relying,7,SUPPORT,1
corrupt,7,SUPPORT,1
represented,7,SUPPORT,1
reduces,7,SUPPORT,1
modafinil,7,SUPPORT,1
holiness,7,SUPPORT,1
eight,7,SUPPORT,1
lethargic,7,SUPPORT,1
cpap,7,SUPPORT,1
remains,7,SUPPORT,1
eaten,7,SUPPORT,1
pm,7,SUPPORT,1
healed,7,SUPPORT,1
complexities,7,SUPPORT,1
terrors,7,SUPPORT,1
michael,7,SUPPORT,1
effectiveness,7,SUPPORT,1
accordingly,7,SUPPORT,1
meals,7,SUPPORT,1
csa,7,SUPPORT,1
blocked,7,SUPPORT,1
beat,7,SUPPORT,1
decades,7,SUPPORT,1
dark,7,SUPPORT,1
gasping,7,SUPPORT,1
final,7,SUPPORT,1
strokes,7,SUPPORT,1
lightly,7,SUPPORT,1
returning,7,SUPPORT,1
hitting,7,SUPPORT,1
targets,7,SUPPORT,1
outgoing,7,SUPPORT,1
offered,7,SUPPORT,1
platforms,7,SUPPORT,1
abdominal,7,SUPPORT,1
5th,7,SUPPORT,1
notion,7,SUPPORT,1
lashing,7,SUPPORT,1
grant,7,SUPPORT,1
hysteria,7,SUPPORT,1
illogical,7,SUPPORT,1
ring,7,SUPPORT,1
courage,7,SUPPORT,1
strategy,7,SUPPORT,1
grades,7,SUPPORT,1
backgrounds,7,SUPPORT,1
categorized,7,SUPPORT,1
imagination,7,SUPPORT,1
actor,7,SUPPORT,1
contagiousness,7,SUPPORT,1
session,7,SUPPORT,1
primarily,7,SUPPORT,1
google,7,SUPPORT,1
family's,7,SUPPORT,1
ncbi,7,SUPPORT,1
nlm,7,SUPPORT,1
modification,7,SUPPORT,1
syc,7,SUPPORT,1
explored,7,SUPPORT,1
generations,7,SUPPORT,1
gastrointestinal,7,SUPPORT,1
swallow,7,SUPPORT,1
clarify,7,SUPPORT,1
protective,7,SUPPORT,1
height,7,SUPPORT,1
innocence,7,SUPPORT,1
spring,7,SUPPORT,1
mathrm,7,SUPPORT,1
circ,7,SUPPORT,1
daughter,7,SUPPORT,1
writer,7,SUPPORT,1
genre,7,SUPPORT,1
demand,7,SUPPORT,1
selfishness,7,SUPPORT,1
islam,7,SUPPORT,1
disappointment,7,SUPPORT,1
corinthians,7,SUPPORT,1
catching,7,SUPPORT,1
sustain,7,SUPPORT,1
exhaustion,7,SUPPORT,1
eternal,7,SUPPORT,1
california,7,SUPPORT,1
prescribe,7,SUPPORT,1
restriction,7,SUPPORT,1
lungs,7,SUPPORT,1
accordance,7,SUPPORT,1
unworthy,7,SUPPORT,1
sleepwalks,7,SUPPORT,1
ended,7,SUPPORT,1
idolatry,7,SUPPORT,1
command,7,SUPPORT,1
hallucination,7,SUPPORT,1
reversible,7,SUPPORT,1
mainly,7,SUPPORT,1
ad,7,SUPPORT,1
headache,7,SUPPORT,1
appreciation,7,SUPPORT,1
neural,7,SUPPORT,1
youth,7,SUPPORT,1
continued,7,SUPPORT,1
sober,7,SUPPORT,1
defining,7,SUPPORT,1
citizenship,7,SUPPORT,1
intoxication,7,SUPPORT,1
alcoholic,7,SUPPORT,1
guided,7,SUPPORT,1
psychoactive,7,SUPPORT,1
disobeying,7,SUPPORT,1
responsiveness,7,SUPPORT,1
luck,7,SUPPORT,1
prohibited,7,SUPPORT,1
pleasurable,7,SUPPORT,1
enter,7,SUPPORT,1
enjoyment,7,SUPPORT,1
willpower,7,SUPPORT,1
bathing,7,SUPPORT,1
abandoned,7,SUPPORT,1
verse,7,SUPPORT,1
greed,7,SUPPORT,1
upbringing,7,SUPPORT,1
talked,7,SUPPORT,1
suggesting,7,SUPPORT,1
loathing,7,SUPPORT,1
allah,7,SUPPORT,1
junk,7,SUPPORT,1
quantity,7,SUPPORT,1
digest,7,SUPPORT,1
unfit,7,SUPPORT,1
impotence,7,SUPPORT,1
shop,7,SUPPORT,1
purchase,7,SUPPORT,1
kleptomania,7,SUPPORT,1
genitals,7,SUPPORT,1
eccentric,7,SUPPORT,1
hoard,7,SUPPORT,1
charges,7,SUPPORT,1
delinquent,7,SUPPORT,1
pedodork,7,SUPPORT,1
resolving,7,SUPPORT,1
transvestism,7,SUPPORT,1
relating,7,SUPPORT,1
destroyed,7,SUPPORT,1
erectile,7,SUPPORT,1
ejaculation,7,SUPPORT,1
instinct,7,SUPPORT,1
patients',7,SUPPORT,1
humiliating,7,SUPPORT,1
diuretics,7,SUPPORT,1
urination,7,SUPPORT,1
bomb,7,SUPPORT,1
urinates,7,SUPPORT,1
incontinence,7,SUPPORT,1
regurgitates,7,SUPPORT,1
regurgitated,7,SUPPORT,1
underweight,7,SUPPORT,1
binges,7,SUPPORT,1
sugars,7,SUPPORT,1
cleanliness,7,SUPPORT,1
pyromaniac,7,SUPPORT,1
mythomaniac's,7,SUPPORT,1
scalp,7,SUPPORT,1
eyebrows,7,SUPPORT,1
differentiating,7,SUPPORT,1
ineffective,7,SUPPORT,1
stupor,7,SUPPORT,1
fairly,7,SUPPORT,1
sensible,7,SUPPORT,1
menstrual,7,SUPPORT,1
contamination,7,SUPPORT,1
proxy,7,SUPPORT,1
ear,7,SUPPORT,1
gids,7,SUPPORT,1
soil,7,SUPPORT,1
chips,7,SUPPORT,1
train,6,SUPPORT,1
i'd,6,SUPPORT,1
starting,6,SUPPORT,1
broke,6,SUPPORT,1
millions,6,SUPPORT,1
survive,6,SUPPORT,1
entitlement,6,SUPPORT,1
consists,6,SUPPORT,1
textbook,6,SUPPORT,1
overprotective,6,SUPPORT,1
hot,6,SUPPORT,1
regarded,6,SUPPORT,1
consensus,6,SUPPORT,1
observations,6,SUPPORT,1
ignorant,6,SUPPORT,1
shelter,6,SUPPORT,1
sell,6,SUPPORT,1
openly,6,SUPPORT,1
station,6,SUPPORT,1
socialization,6,SUPPORT,1
establishing,6,SUPPORT,1
stimulating,6,SUPPORT,1
leadership,6,SUPPORT,1
adjust,6,SUPPORT,1
subjected,6,SUPPORT,1
refuses,6,SUPPORT,1
apartment,6,SUPPORT,1
somewhere,6,SUPPORT,1
dirty,6,SUPPORT,1
deceived,6,SUPPORT,1
losses,6,SUPPORT,1
laughing,6,SUPPORT,1
incorrectly,6,SUPPORT,1
africa,6,SUPPORT,1
mistaken,6,SUPPORT,1
immaturity,6,SUPPORT,1
firmly,6,SUPPORT,1
campaign,6,SUPPORT,1
nhs,6,SUPPORT,1
miserable,6,SUPPORT,1
couldn,6,SUPPORT,1
sum,6,SUPPORT,1
distant,6,SUPPORT,1
crying,6,SUPPORT,1
vulnerability,6,SUPPORT,1
length,6,SUPPORT,1
automatically,6,SUPPORT,1
record,6,SUPPORT,1
doomed,6,SUPPORT,1
promotes,6,SUPPORT,1
warm,6,SUPPORT,1
inflated,6,SUPPORT,1
proved,6,SUPPORT,1
brother,6,SUPPORT,1
enthusiastic,6,SUPPORT,1
purchases,6,SUPPORT,1
hundreds,6,SUPPORT,1
grandiosity,6,SUPPORT,1
ethically,6,SUPPORT,1
organizations,6,SUPPORT,1
smith,6,SUPPORT,1
comedians,6,SUPPORT,1
talent,6,SUPPORT,1
weather,6,SUPPORT,1
fever,6,SUPPORT,1
arms,6,SUPPORT,1
wander,6,SUPPORT,1
sales,6,SUPPORT,1
synthetic,6,SUPPORT,1
judgements,6,SUPPORT,1
characterisation,6,SUPPORT,1
hamlet,6,SUPPORT,1
presents,6,SUPPORT,1
west,6,SUPPORT,1
godly,6,SUPPORT,1
smaller,6,SUPPORT,1
provoke,6,SUPPORT,1
vicinity,6,SUPPORT,1
distractions,6,SUPPORT,1
louder,6,SUPPORT,1
established,6,SUPPORT,1
unsupported,6,SUPPORT,1
concerning,6,SUPPORT,1
interrupted,6,SUPPORT,1
interruption,6,SUPPORT,1
creature,6,SUPPORT,1
planned,6,SUPPORT,1
honor,6,SUPPORT,1
literal,6,SUPPORT,1
faster,6,SUPPORT,1
disciplining,6,SUPPORT,1
upsetting,6,SUPPORT,1
tensions,6,SUPPORT,1
lifelong,6,SUPPORT,1
abrupt,6,SUPPORT,1
grunting,6,SUPPORT,1
tourette's,6,SUPPORT,1
twitching,6,SUPPORT,1
neurodevelopmental,6,SUPPORT,1
embrace,6,SUPPORT,1
burst,6,SUPPORT,1
lifetime,6,SUPPORT,1
vehicle,6,SUPPORT,1
handicapped,6,SUPPORT,1
inbreeding,6,SUPPORT,1
business,6,SUPPORT,1
bringing,6,SUPPORT,1
arises,6,SUPPORT,1
morale,6,SUPPORT,1
knife,6,SUPPORT,1
hardly,6,SUPPORT,1
foundation,6,SUPPORT,1
equipped,6,SUPPORT,1
ordinary,6,SUPPORT,1
pronounce,6,SUPPORT,1
dyscalculia,6,SUPPORT,1
answered,6,SUPPORT,1
spent,6,SUPPORT,1
arguing,6,SUPPORT,1
feet,6,SUPPORT,1
apart,6,SUPPORT,1
bill,6,SUPPORT,1
organized,6,SUPPORT,1
retain,6,SUPPORT,1
distances,6,SUPPORT,1
info,6,SUPPORT,1
wheel,6,SUPPORT,1
plenty,6,SUPPORT,1
caffeine,6,SUPPORT,1
kicking,6,SUPPORT,1
differs,6,SUPPORT,1
teenage,6,SUPPORT,1
narrator,6,SUPPORT,1
schedules,6,SUPPORT,1
combat,6,SUPPORT,1
bother,6,SUPPORT,1
opposed,6,SUPPORT,1
misdiagnosed,6,SUPPORT,1
overeat,6,SUPPORT,1
slept,6,SUPPORT,1
coffee,6,SUPPORT,1
scientists,6,SUPPORT,1
ye,6,SUPPORT,1
inherit,6,SUPPORT,1
night's,6,SUPPORT,1
hesitate,6,SUPPORT,1
regulated,6,SUPPORT,1
attributes,6,SUPPORT,1
bored,6,SUPPORT,1
adhere,6,SUPPORT,1
obstructive,6,SUPPORT,1
osa,6,SUPPORT,1
